Accession,taa_1,taa_3-6,taa_ratio,tga_1,tga_3-6,tga_ratio,tag_1,tag_3-6,tag_ratio,ttt_1,ttt_3-6,ttt_ratio,tta_1,tta_3-6,tta_ratio,ttc_1,ttc_3-6,ttc_ratio,ttg_1,ttg_3-6,ttg_ratio,tat_1,tat_3-6,tat_ratio,tac_1,tac_3-6,tac_ratio,tca_1,tca_3-6,tca_ratio,tct_1,tct_3-6,tct_ratio,tcc_1,tcc_3-6,tcc_ratio,tcg_1,tcg_3-6,tcg_ratio,tgt_1,tgt_3-6,tgt_ratio,tgc_1,tgc_3-6,tgc_ratio,tgg_1,tgg_3-6,tgg_ratio,GC,GC3
AE000657,0.009523809523809525,0.02857142857142857,-0.6666666666666666,0.0380952380952381,0.01666666666666667,1.2857142857142856,0.0,0.02380952380952381,-1.0,0.0761904761904762,0.0619047619047619,0.23076923076923106,0.02857142857142857,0.023809523809523808,0.19999999999999996,0.0,0.04761904761904762,-1.0,0.01904761904761905,0.030952380952380953,-0.3846153846153846,0.01904761904761905,0.02142857142857143,-0.11111111111111105,0.009523809523809525,0.009523809523809525,0.0,0.0,0.011904761904761906,-1.0,0.01904761904761905,0.02619047619047619,-0.2727272727272727,0.0,0.030952380952380953,-1.0,0.0,0.014285714285714287,-1.0,0.01904761904761905,0.004761904761904762,3.0,0.009523809523809525,0.0071428571428571435,0.33333333333333326,0.02857142857142857,0.0071428571428571435,2.9999999999999996,43.476167301066496,47.18621732053671
AE014184,0.017241379310344827,0.01939655172413793,-0.11111111111111116,0.008620689655172414,0.01939655172413793,-0.5555555555555556,0.017241379310344827,0.00646551724137931,1.6666666666666665,0.0603448275862069,0.023706896551724137,1.5454545454545459,0.017241379310344827,0.03017241379310345,-0.4285714285714286,0.008620689655172414,0.02586206896551724,-0.6666666666666667,0.034482758620689655,0.02586206896551724,0.33333333333333326,0.017241379310344827,0.03663793103448276,-0.5294117647058825,0.017241379310344827,0.017241379310344827,0.0,0.008620689655172414,0.008620689655172414,0.0,0.034482758620689655,0.028017241379310345,0.23076923076923084,0.02586206896551724,0.008620689655172414,2.0,0.008620689655172414,0.012931034482758622,-0.33333333333333337,0.034482758620689655,0.010775862068965518,2.1999999999999997,0.017241379310344827,0.019396551724137928,-0.11111111111111094,0.008620689655172414,0.008620689655172414,0.0,46.331997200483556,43.31984798362862
AE015928,0.05244122965641953,0.034358047016274866,0.5263157894736841,0.03616636528028933,0.02305605786618445,0.5686274509803921,0.027124773960216998,0.019439421338155516,0.39534883720930236,0.059674502712477394,0.045207956600361664,0.31999999999999984,0.0325497287522604,0.02938517179023508,0.10769230769230775,0.039783001808318265,0.0189873417721519,1.0952380952380953,0.023508137432188065,0.018535262206148283,0.2682926829268293,0.0216998191681736,0.03616636528028933,-0.4,0.014466546112115732,0.0135623869801085,0.06666666666666643,0.018083182640144666,0.014466546112115732,0.25,0.0216998191681736,0.018535262206148283,0.1707317073170731,0.009041591320072333,0.009041591320072333,0.0,0.0108499095840868,0.007233273056057866,0.5,0.009041591320072333,0.018535262206148283,-0.5121951219512195,0.0108499095840868,0.009041591320072333,0.19999999999999996,0.0108499095840868,0.004972875226039783,1.1818181818181817,42.83717823940185,44.58875565762742
AE016825,0.006297229219143577,0.004722921914357683,0.33333333333333326,0.006297229219143577,0.01385390428211587,-0.5454545454545454,0.008816120906801008,0.0034634760705289673,1.5454545454545454,0.018261964735516372,0.017317380352644837,0.05454545454545445,0.005037783375314861,0.00551007556675063,-0.08571428571428574,0.015743073047858942,0.017947103274559194,-0.12280701754385959,0.01322418136020151,0.012279596977329974,0.07692307692307687,0.004408060453400504,0.004880352644836272,-0.09677419354838712,0.0025188916876574307,0.003935768261964736,-0.36,0.01322418136020151,0.01086272040302267,0.21739130434782594,0.010075566750629723,0.007241813602015114,0.3913043478260869,0.05478589420654912,0.019363979848866498,1.8292682926829271,0.02707808564231738,0.014641057934508818,0.8494623655913978,0.010075566750629723,0.009288413098236775,0.0847457627118644,0.02204030226700252,0.017947103274559194,0.22807017543859653,0.013853904282115869,0.014798488664987407,-0.06382978723404265,64.83374306473475,83.15720006089714
AE017282,0.003036437246963563,0.0025303643724696357,0.19999999999999996,0.009109311740890687,0.010374493927125505,-0.12195121951219512,0.0010121457489878543,0.0027834008097165994,-0.6363636363636365,0.016194331983805668,0.016700404858299593,-0.030303030303030165,0.0020242914979757085,0.00354251012145749,-0.4285714285714286,0.024291497975708502,0.01847165991902834,0.31506849315068486,0.022267206477732792,0.008350202429149797,1.666666666666667,0.00708502024291498,0.006578947368421052,0.0769230769230771,0.008097165991902834,0.005566801619433199,0.45454545454545436,0.005060728744939271,0.01720647773279352,-0.7058823529411764,0.010121457489878543,0.00860323886639676,0.17647058823529416,0.03744939271255061,0.024544534412955465,0.5257731958762888,0.02834008097165992,0.024038461538461536,0.17894736842105274,0.00708502024291498,0.008350202429149797,-0.15151515151515138,0.020242914979757085,0.017965587044534412,0.12676056338028174,0.010121457489878543,0.01695344129554656,-0.4029850746268657,63.58457295840506,77.96001192983474
AL935263,0.01532567049808429,0.0421455938697318,-0.6363636363636365,0.06896551724137931,0.03065134099616858,1.25,0.01532567049808429,0.011494252873563218,0.33333333333333326,0.038314176245210725,0.031609195402298854,0.21212121212121193,0.03065134099616858,0.03065134099616858,0.0,0.022988505747126436,0.021072796934865898,0.09090909090909105,0.038314176245210725,0.02873563218390805,0.33333333333333304,0.01532567049808429,0.013409961685823753,0.14285714285714302,0.019157088122605363,0.010536398467432949,0.8181818181818183,0.02681992337164751,0.022988505747126436,0.16666666666666674,0.019157088122605363,0.01532567049808429,0.25,0.007662835249042145,0.004789272030651341,0.6000000000000001,0.011494252873563218,0.010536398467432949,0.09090909090909105,0.011494252873563218,0.018199233716475097,-0.368421052631579,0.01532567049808429,0.013409961685823753,0.14285714285714302,0.01532567049808429,0.01532567049808429,0.0,44.46688649939107,45.13685216456338
AM236080,0.004057971014492754,0.004782608695652174,-0.15151515151515138,0.011014492753623189,0.015942028985507246,-0.3090909090909091,0.007536231884057971,0.00391304347826087,0.9259259259259258,0.022608695652173914,0.01739130434782609,0.2999999999999998,0.0052173913043478265,0.005942028985507246,-0.12195121951219501,0.009855072463768115,0.01782608695652174,-0.44715447154471555,0.020869565217391306,0.015217391304347827,0.37142857142857144,0.01217391304347826,0.0055072463768115944,1.2105263157894735,0.006376811594202898,0.004202898550724638,0.5172413793103448,0.023768115942028985,0.014927536231884057,0.592233009708738,0.023768115942028985,0.01318840579710145,0.8021978021978022,0.02782608695652174,0.017536231884057972,0.5867768595041323,0.05391304347826087,0.024782608695652176,1.1754385964912277,0.009855072463768115,0.008115942028985508,0.2142857142857142,0.024927536231884057,0.0227536231884058,0.09554140127388533,0.019130434782608695,0.01318840579710145,0.4505494505494505,61.09037476108047,75.9558218001485
AM260479,0.0021382751247327157,0.002316464718460442,-0.07692307692307687,0.007127583749109052,0.012473271560940843,-0.4285714285714286,0.005702066999287242,0.0021382751247327157,1.6666666666666665,0.006414825374198147,0.009265858873841768,-0.3076923076923077,0.002851033499643621,0.002316464718460442,0.23076923076923084,0.01781895937277263,0.008553100498930863,1.0833333333333335,0.009265858873841768,0.010691375623663579,-0.1333333333333333,0.0014255167498218105,0.002851033499643621,-0.5,0.008553100498930863,0.005167498218104063,0.6551724137931034,0.005702066999287242,0.010691375623663579,-0.4666666666666667,0.011404133998574484,0.005523877405559516,1.064516129032258,0.05274411974340699,0.016037063435495366,2.288888888888889,0.024946543121881683,0.012829650748396294,0.9444444444444444,0.004989308624376337,0.00819672131147541,-0.3913043478260869,0.030648610121168925,0.024946543121881683,0.22857142857142865,0.011404133998574484,0.013720598717034925,-0.16883116883116878,66.46591142419408,85.22432239106415
AM260525,0.075,0.03392857142857143,1.2105263157894735,0.02142857142857143,0.02232142857142857,-0.039999999999999813,0.010714285714285714,0.010714285714285714,0.0,0.05357142857142857,0.05982142857142857,-0.10447761194029848,0.017857142857142856,0.03571428571428571,-0.5,0.02857142857142857,0.01875,0.5238095238095237,0.02142857142857143,0.030357142857142853,-0.2941176470588235,0.02142857142857143,0.03482142857142857,-0.3846153846153846,0.007142857142857143,0.014285714285714285,-0.5,0.010714285714285714,0.016964285714285716,-0.368421052631579,0.04285714285714286,0.02589285714285714,0.6551724137931036,0.0035714285714285713,0.0062499999999999995,-0.4285714285714285,0.010714285714285714,0.004464285714285714,1.4000000000000004,0.025,0.017857142857142856,0.40000000000000013,0.014285714285714285,0.008035714285714287,0.7777777777777775,0.017857142857142856,0.014285714285714285,0.25,38.856063299022054,30.077139499859406
AM711867,0.0008733624454148472,0.0004366812227074236,1.0,0.0034934497816593887,0.006550218340611353,-0.4666666666666667,0.0017467248908296944,0.0006550218340611354,1.666666666666667,0.0008733624454148472,0.0002183406113537118,3.0,0.0,0.0004366812227074236,-1.0,0.0026200873362445414,0.0034934497816593883,-0.2499999999999999,0.0008733624454148472,0.0015283842794759825,-0.4285714285714286,0.0008733624454148472,0.001091703056768559,-0.19999999999999996,0.0017467248908296944,0.002183406113537118,-0.19999999999999996,0.011353711790393014,0.009388646288209608,0.20930232558139528,0.0034934497816593887,0.004148471615720524,-0.1578947368421052,0.19563318777292577,0.030786026200873364,5.354609929078014,0.04104803493449782,0.023580786026200874,0.7407407407407407,0.0026200873362445414,0.0026200873362445414,0.0,0.02096069868995633,0.01353711790393013,0.5483870967741937,0.0026200873362445414,0.0054585152838427945,-0.52,72.66422692563216,94.7975161479547
