Accession,Stops_f,Tstarting_f,GC,GC3
AE000657,0.32326283987915405,0.39641943734015345,43.476167301066496,47.18621732053671
AE014184,0.27486910994764396,0.32968369829683697,46.331997200483556,43.31984798362862
AE015928,0.32936646832341615,0.33779869659666906,42.83717823940185,44.58875565762742
AE016825,0.19947702652222637,0.18920539730134933,64.83374306473475,83.15720006089714
AE017282,0.1929567131327953,0.20671563483735572,63.58457295840506,77.96001192983474
AL935263,0.3900851276915373,0.28376844494892167,44.46688649939107,45.13685216456338
AM180252,0.4658792650918635,0.4398699891657638,33.2844865496402,18.680945512211654
AM236080,0.24216621253405995,0.19990861320539183,61.09037476108047,75.9558218001485
AM260479,0.1852688657930411,0.16598860862489828,66.46591142419408,85.22432239106415
AM260525,0.2736280487804878,0.3947923997185081,38.856063299022054,30.077139499859406
AM494475,0.34059633027522934,0.38685015290519875,30.5310497961732,21.365218147233982
AM711867,0.2414448669201521,0.11143270622286541,72.66422692563216,94.7975161479547
AM743169,0.2589900535577659,0.15240963855421688,66.32404518043852,83.25334333965804
AM889285,0.2023745277927685,0.21712158808933002,66.43110337985524,80.11588632313429
AM902716,0.18799368088467613,0.1930613556055252,65.48282415680934,81.62050779849977
AM942759,0.5149779735682819,0.38228346456692913,38.89968663300527,30.75245291987967
AM999887,0.35772357723577236,0.36461636017755233,34.19024523509989,26.635196840406515
AP006628,0.38593481989708406,0.39123750960799386,27.75984301810356,19.896437816443562
AP006840,0.13579049466537343,0.15592515592515593,68.6684043088666,89.4912651578391
AP007255,0.24005819592628516,0.20670391061452514,65.093510400737,83.14199548369172
AP008230,0.2579010137149672,0.29449838187702265,47.35989345501921,50.59483233199998
AP008955,0.2712321380425991,0.3097723772034914,47.2735528479921,49.388060253065156
AP008971,0.40843214756258234,0.3672424824056302,32.3127743623778,26.650776270876232
AP009152,0.12238219895287958,0.12554489973844812,71.16380109284755,92.56099655074152
AP009153,0.2576530612244898,0.20202020202020202,64.27436141406316,76.88042010162982
AP009178,0.3548387096774194,0.38489208633093525,39.688625407429775,36.53261266972793
AP009179,0.3221110100090992,0.3377739578856897,43.87148618201701,46.96062298295081
AP009380,0.28988941548183256,0.2908208296557811,48.359283634112224,53.05509468872864
AP009384,0.17897178198685737,0.14930906639703403,67.31902211118089,85.58033965760337
AP009389,0.21067738231917335,0.32382261945685803,52.96110399537247,62.3289097746804
AP009484,0.39302112029384756,0.35174693106704435,36.87685627905118,30.775165231510314
AP009510,0.30078125,0.41228851291184326,35.20740200576095,30.40007037897882
AP009552,0.28160067753546475,0.30883485531961713,42.33063114485447,39.50931745666048
AP010904,0.2010016694490818,0.22706879361914256,62.769421550751524,77.06766538646693
AP010946,0.1948917268184342,0.16507936507936508,67.76023397993896,87.04108079465419
AP010953,0.40994962216624686,0.2890281070098205,50.68482282649143,52.79602195346696
AP010968,0.0663265306122449,0.12399005593536358,74.19750348332366,95.43552890821465
AP011112,0.25622775800711745,0.36379928315412186,44.000263892354866,46.140012543177605
AP011121,0.2657439446366782,0.3089160192378838,53.03682379505382,53.06410333113375
AP011529,0.3390119250425894,0.4052238805970149,31.118260965301925,22.211041788684792
AP011615,0.32622840475656273,0.2575314605313334,43.650355346998246,41.46555477408334
AP012027,0.3763975155279503,0.4309576837416481,36.55623983118011,28.019531441606464
AP012029,0.20946470131885184,0.2829943747295543,53.84967293987223,61.151795580452166
AP012035,0.2165991902834008,0.18378678511937813,67.5791744356647,83.28976118847989
