Accession,Stops_f,Tstarting_f,GC,GC3
AE000657,0.30978260869565216,0.3854875283446712,43.476167301066496,47.18621732053671
AE014184,0.2765957446808511,0.3465346534653465,46.331997200483556,43.31984798362862
AE015928,0.3227571115973742,0.32218668217505086,42.83717823940185,44.58875565762742
AE016825,0.18446601941747573,0.18423855165069222,64.83374306473475,83.15720006089714
AE017282,0.1871345029239766,0.244,63.58457295840506,77.96001192983474
AL935263,0.3908872901678657,0.2801287948482061,44.46688649939107,45.13685216456338
AM180252,0.4312617702448211,0.4345757335448057,33.2844865496402,18.680945512211654
AM236080,0.22043795620437956,0.1842355175688509,61.09037476108047,75.9558218001485
AM260479,0.16703786191536749,0.14919354838709678,66.46591142419408,85.22432239106415
AM260525,0.2658536585365854,0.3952164009111617,38.856063299022054,30.077139499859406
AM494475,0.33955223880597013,0.3633217993079585,30.5310497961732,21.365218147233982
AM711867,0.2,0.1282051282051282,72.66422692563216,94.7975161479547
AM743169,0.1740976645435244,0.15855855855855855,66.32404518043852,83.25334333965804
AM889285,0.1697530864197531,0.2645739910313901,66.43110337985524,80.11588632313429
AM902716,0.18718381112984822,0.1864406779661017,65.48282415680934,81.62050779849977
AM942759,0.510497900419916,0.3872351836953607,38.89968663300527,30.75245291987967
AM999887,0.3566265060240964,0.3615127919911012,34.19024523509989,26.635196840406515
AP006628,0.3826086956521739,0.3717948717948718,27.75984301810356,19.896437816443562
AP006840,0.13915857605177995,0.16225165562913907,68.6684043088666,89.4912651578391
AP007255,0.2639821029082774,0.18722139673105498,65.093510400737,83.14199548369172
AP008230,0.25430539609644087,0.2823734729493892,47.35989345501921,50.59483233199998
AP008955,0.2720554272517321,0.3032043530834341,47.2735528479921,49.388060253065156
AP008971,0.41367521367521365,0.3759336099585062,32.3127743623778,26.650776270876232
AP009152,0.28,0.140625,71.16380109284755,92.56099655074152
AP009153,0.11784511784511785,0.21194029850746268,64.27436141406316,76.88042010162982
AP009178,0.3440366972477064,0.3524416135881104,39.688625407429775,36.53261266972793
AP009179,0.29079159935379645,0.3323216995447648,43.87148618201701,46.96062298295081
AP009380,0.272875816993464,0.27237728585178056,48.359283634112224,53.05509468872864
AP009384,0.15816326530612246,0.16666666666666666,67.31902211118089,85.58033965760337
AP009389,0.2219804134929271,0.33183279742765276,52.96110399537247,62.3289097746804
AP009484,0.41836734693877553,0.35583224115334205,36.87685627905118,30.775165231510314
AP009510,0.26421404682274247,0.4028892455858748,35.20740200576095,30.40007037897882
AP009552,0.2912900575184881,0.3162411050648807,42.33063114485447,39.50931745666048
AP010904,0.19862227324913892,0.2281303602058319,62.769421550751524,77.06766538646693
AP010946,0.10416666666666667,0.19559228650137742,67.76023397993896,87.04108079465419
AP010953,0.4009756097560976,0.28601583113456464,50.68482282649143,52.79602195346696
AP010968,0.041666666666666664,0.1440677966101695,74.19750348332366,95.43552890821465
AP011112,0.20634920634920634,0.3140495867768595,44.000263892354866,46.140012543177605
AP011121,0.22946859903381642,0.3056456846203764,53.03682379505382,53.06410333113375
AP011529,0.2988235294117647,0.4192185850052798,31.118260965301925,22.211041788684792
AP011615,0.36761032472939215,0.25762631077216397,43.650355346998246,41.46555477408334
AP012027,0.3625,0.413647851727043,36.55623983118011,28.019531441606464
AP012029,0.19943019943019943,0.29764801297648014,53.84967293987223,61.151795580452166
AP012035,0.22105263157894736,0.17012448132780084,67.5791744356647,83.28976118847989
AP012044,0.2181964573268921,0.2587112171837709,53.32115202687688,62.44762599576779
AP012046,0.2864816472694718,0.376,36.0410813510645,27.72117933022902
AP012050,0.40065412919051513,0.3381849315068493,35.71827205908107,26.499942957190925
AP012051,0.3277591973244147,0.3703125,35.37487573029511,28.8596832483386
AP012052,0.14893617021276595,0.1297709923664122,70.27840545811512,89.51635710263977
AP012057,0.17647058823529413,0.20270270270270271,67.29244721885163,85.35204110605888
AP012157,0.4143077714873906,0.3270306258322237,38.60316874875766,32.68874104181474
AP012200,0.3843329253365973,0.40744985673352435,31.427530414899095,20.912233770188518
AP012204,0.1858974358974359,0.16972477064220184,67.2675393441247,83.09199829566528
AP012224,0.17496229260935142,0.2161547212741752,64.35657091688313,83.4582862067788
AP012273,0.23958333333333334,0.23672566371681417,56.27233867427217,64.736231939811
AP012292,0.2801875732708089,0.28451882845188287,50.678134821285894,58.98123748705875
AP012304,0.17620137299771166,0.16573556797020483,65.1013369765916,81.96821673440803
AP012320,0.17687074829931973,0.13836477987421383,71.24314405801177,90.89008540983318
AP012331,0.1956521739130435,0.19390581717451524,64.63092877381744,85.40830215340151
AP012333,0.11387900355871886,0.24022346368715083,58.31297660267276,73.04844261105163
AP012334,0.23593073593073594,0.29935483870967744,48.63343237690101,48.528931928920855
